facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,censtract,factype,capacity,geometry,uid,latitude,longitude
ACMH - SH/PC LONG STAY MANHATTAN PC NEW YORK - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),be742fbf171c7adfacca60db05fff68d,,
ACMH - SH/PC LONG STAY NEW YORK - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),f5dcc4a7ade4c4d052fffde659e6b5e9,,
ACMH - SH/PC LONG STAY QUEENS - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),dd49cd585f4b3821611e21b058294f5c,,
ACMH - SUPPORTED APARTMENTS 638 NEW YORK - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),4bfd61426785af2f7bf0edefeabdd9b0,,
ACMH - SUPPORTED APARTMENTS 639 QUEENS - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),34b3cc309f28db801ff2bf2ea2b0b320,,
ACMH - SUPPORTED HOUSING/NEW YORK - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),4c4b02bd7d84e8cbcfe75f9b9b497940,,
ACMH - SUPPORTED HOUSING/NY NY III NEW YORK - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),9a880aa72e3eab35bfe4950ea72e2e73,,
ACMH - SUPPORTED HOUSING/NY NY III QUEENS - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),42e51aed8d40ce382592c80b98fbfbc1,,
ACMH - SUPPORTED HOUSING/QUEENS - COMM. SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),e0e71acc6a57fcca39be3a747c53f25b,,
ACMH ANA'S HOUSE SP/SRO,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),af4e922884b8e5b2474342cfe99a3ae1,,
ACMH BRONX SUPPORTED HOUSING-COMM.SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),9348ca50ea2a4e6589483d654355e127,,
ACMH CROTONA AVENUE SP/SRO,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),5ce19aa54a87269769994818ec03c3d5,,
ACMH E. 144TH STREET SP/SRO,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),0f8857b9ecaca27e13bdc830c27eb049,,
ACMH FORENSIC PC SUPPORTIVE HOUSING-COMM.SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),f8aac7fdd7f0c5358efdea2d365b8538,,
ACMH SH/SUPPORTED APARTMENTS 641- COMM SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),efebcc07bf65933acc2654abf1a7f47d,,
ACMH SUPP HOUSING/PRISON RELEASE BEDS-COMM.SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),5ccffe2affb21561bb48c5b2b0001d1c,,
ACMH SUPPORTED HOUSING 645 QUEENS - COMM SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),9be9d983029d32382323abdff6fc51a8,,
ACMH SUPPORTED HOUSING 646 NY/NY III - COMM SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),3c60a9e556bb870337768b735f3a9a8a,,
ACMH SUPPORTED HOUSING 647 - COMM SVCS,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),b1edd8d4f0cf050dabca229b96d1270f,,
ACMH TREATMENT APARTMENTS (ATA),,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),896ee78fef7401e984b02191f9e9a5f7,,
ACMH/MARKUS GARDENS SUPP HOUSING SPSRO PROGRAM,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),382014c96ec55178367dae0361275219,,
ACQC,11-39,FOAM PLACE,11-39 FOAM PLACE,FAR ROCKAWAY,11691.0,Queens,4.0,4298242.0,4155590042.0,414.0,QN15,31.0,101.0,103202,FOOD PANTRY,,POINT (-73.7517349738165 40.6049159106571),00c55afeeef2cb2d62fce589a2b3f950,40.6049159106571,-73.7517349738165
ACQC,161-21,JAMAICA AVENUE,161-21 JAMAICA AVENUE,JAMAICA,11432.0,Queens,4.0,4208875.0,4097607501.0,412.0,QN61,24.0,103.0,044601,FOOD PANTRY,,POINT (-73.798068 40.70456),3c5b160056887a78a05dbe71603ad363,40.70456,-73.798068
ACQC,62-07,WOODSIDE AVENUE,62-07 WOODSIDE AVENUE,WOODSIDE,11377.0,Queens,4.0,4307300.0,4012940020.0,402.0,QN63,26.0,108.0,026100,FOOD PANTRY,,POINT (-73.90222537010399 40.7447292861379),36c635b20d58212decc0896a0e46310f,40.7447292861379,-73.90222537010399
ACT OF FAITH MINISTRIES,141,MANHATTAN AVENUE,141 MANHATTAN AVENUE,BROOKLYN,11206.0,Brooklyn,3.0,3071088.0,3030510018.0,301.0,BK90,34.0,90.0,050500,FOOD PANTRY,,POINT (-73.94525055816641 40.7076279716378),bf5ed489c8c97c6284e6c85b4f62c3b2,40.7076279716378,-73.9452505581664
ACTION NURSERY,1019,46 STREET,1019 46 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3136635.0,3056140042.0,312.0,BK34,39.0,66.0,011200,DAY CARE,30.0,POINT (-73.9962640465195 40.6404945680986),772be4299691c4fc5d7fed24bb58f933,40.6404945680986,-73.9962640465195
ACTION NURSERY,1019,46 STREET,1019 46 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3136635.0,3056140042.0,312.0,BK34,39.0,66.0,011200,EARLY EDUCATION PROGRAM,,POINT (-73.9962640465195 40.6404945680986),63cb9d864506e5385bf2f8443633d61d,40.6404945680986,-73.9962640465195
ACTS COMMUNITY DEVELOPMENT CORP.,2114,MERMAID AVENUE,2114 MERMAID AVENUE,BROOKLYN,11224.0,Brooklyn,3.0,3189549.0,3070580007.0,313.0,BK21,47.0,60.0,032600,FOOD PANTRY,,POINT (-73.9884155417764 40.5760366796325),cae35852eb62efd92afa5d0d37de0469,40.5760366796325,-73.9884155417764
ADAPT COMMUNITY NETWORK,1770,STILLWELL AVENUE,1770 STILLWELL AVENUE,BRONX,10469.0,Bronx,2.0,,2044110300.0,211.0,BX37,13.0,49.0,028400,DAY CARE,,POINT (-73.8344838695588 40.8572269400965),7b56469a223b348ad9b8ac1819b4a982,40.8572269400965,-73.8344838695588
ADAPT COMMUNITY NETWORK,281,PORT RICHMOND AVENUE,281 PORT RICHMOND AVENUE,STATEN ISLAND,10302.0,Staten Island,5.0,5024273.0,5010370006.0,501.0,SI28,49.0,121.0,021300,DAY CARE,,POINT (-74.1355180189564 40.6342625539864),e859423968519498990cf4d35580e536,40.634262553986396,-74.1355180189564
"ADAPTIVE SOLUTIONS MULTI SERVICES (SLP, PT, OT, PSYCH)",992,GATES AVENUE,992 GATES AVENUE,BROOKLYN,11221.0,Brooklyn,3.0,3039623.0,3014800002.0,303.0,BK35,41.0,81.0,037500,DAY CARE,,POINT (-73.92367935220859 40.6889689621175),06f63b646eeb7d313bc700b97abb618e,40.6889689621175,-73.9236793522086
"ADAPTIVE SOLUTIONS MULTI SERVICES (ST,OT, PT, PSY) PLLC",185,HEGEMAN AVENUE,185 HEGEMAN AVENUE,BROOKLYN,11212.0,Brooklyn,3.0,3082902.0,3036280006.0,316.0,BK81,42.0,73.0,092000,DAY CARE,,POINT (-73.9050705864543 40.6567958964744),23eced6190179f2b2c6aa90c346b29f9,40.6567958964744,-73.9050705864543
ADDIE MAE COLLINS 1,110,EAST 129 STREET,110 EAST 129 STREET,NEW YORK,10035.0,Manhattan,1.0,1054505.0,1017770005.0,111.0,MN34,9.0,25.0,024200,DAY CARE,34.0,POINT (-73.9360156643405 40.806896475171),9ca7da9a4746801480b7e1b4a07a0615,40.806896475171,-73.9360156643405
ADDIE MAE COLLINS 1,110,EAST 129 STREET,110 EAST 129 STREET,NEW YORK,10035.0,Manhattan,1.0,1054505.0,1017770005.0,111.0,MN34,9.0,25.0,024200,EARLY EDUCATION PROGRAM,,POINT (-73.9360156643405 40.806896475171),4cee58b6bee3560d99c6228dca84b809,40.806896475171,-73.9360156643405
ADDIE MAE COLLINS 2,345,EAST 101 STREET,345 EAST 101 STREET,NEW YORK,10029.0,Manhattan,1.0,1079340.0,1016730006.0,111.0,MN33,8.0,23.0,016400,DAY CARE,30.0,POINT (-73.94285482001409 40.7868669981255),cb138f8a5d8453b3014055c3e441eb7e,40.786866998125504,-73.94285482001409
ADDIE MAE COLLINS 2,345,EAST 101 STREET,345 EAST 101 STREET,NEW YORK,10029.0,Manhattan,1.0,1079340.0,1016730006.0,111.0,MN33,8.0,23.0,016400,EARLY EDUCATION PROGRAM,,POINT (-73.94285482001409 40.7868669981255),de713d44367d19545dc60cbb10c7cef3,40.786866998125504,-73.94285482001409
ADDIE MAE COLLINS 3,2322,THIRD AVENUE,2322 THIRD AVENUE,NEW YORK,10035.0,Manhattan,1.0,1054497.0,1017750033.0,111.0,MN34,9.0,25.0,024200,DAY CARE,91.0,POINT (-73.9354963601842 40.8048151206055),09cc957ed17514b288d0445b2dcc591e,40.804815120605504,-73.9354963601842
ADDIE MAE COLLINS 3,2322,THIRD AVENUE,2322 THIRD AVENUE,NEW YORK,10035.0,Manhattan,1.0,1054497.0,1017750033.0,111.0,MN34,9.0,25.0,024200,EARLY EDUCATION PROGRAM,,POINT (-73.9354963601842 40.8048151206055),88d61f9af95e2b51ac4347f6c5846b1f,40.804815120605504,-73.9354963601842
ADELPHI ACADEMY,8515,RIDGE BOULEVARD,8515 RIDGE BOULEVARD,BROOKLYN,11209.0,Brooklyn,3.0,3328998.0,3060330001.0,310.0,BK31,43.0,68.0,006200,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-74.0331606298077 40.6245567715737),a6fa7caafb22883f56f9b882d012dd3a,40.6245567715737,-74.0331606298077
ADELPHI ACADEMY OF BROOKLYN,8515,RIDGE BOULEVARD,8515 RIDGE BOULEVARD,BROOKLYN,11209.0,Brooklyn,3.0,3328998.0,3060330001.0,310.0,BK31,43.0,68.0,006200,EARLY EDUCATION PROGRAM,,POINT (-74.0331606298077 40.6245567715737),b4b76b3b7886cd517a94ff805bc6800f,40.6245567715737,-74.0331606298077
"ADMIRABLE CHURCH, INC.",1910,FLATBUSH AVENUE,1910 FLATBUSH AVENUE,BROOKLYN,11210.0,Brooklyn,3.0,3217010.0,3078100037.0,318.0,BK58,45.0,63.0,073800,FOOD PANTRY,,POINT (-73.93773376992429 40.62310710165971),186ed35a0471ca4a88005248f46854cf,40.623107101659706,-73.9377337699243
ADVENTURELAND CHILD CARE,32-04,31 AVENUE,32-04 31 AVENUE,ASTORIA,11106.0,Queens,4.0,4008433.0,4006140040.0,401.0,QN70,22.0,114.0,006100,EARLY EDUCATION PROGRAM,,POINT (-73.92264428925679 40.7636435740965),f2789d2657a65c51a2aa234b7150845d,40.7636435740965,-73.9226442892568
AFRICAN REFUGE INC AFTERSCHOOL PROGRAMS,140,PARK HILL AVENUE,140 PARK HILL AVENUE,STATEN ISLAND,10304.0,Staten Island,5.0,5116727.0,5029220265.0,501.0,SI08,49.0,120.0,004000,AFTERSCHOOL PROGRAMS,,POINT (-74.080690549962 40.6167859769516),67612bc9249d3e903b8b030cf2957f70,40.616785976951604,-74.080690549962
AFRICAN SERVICES COMMITTEE,429,WEST 127 STREET,429 WEST 127 STREET,NEW YORK,10027.0,Manhattan,1.0,1084104.0,1019670060.0,109.0,MN06,7.0,26.0,021303,FOOD PANTRY,,POINT (-73.9544428049667 40.8134330244923),1c60bfde820c9f6eaa7577ac32fcbcf8,40.8134330244923,-73.9544428049667
AFRO AMER PARENTS ED CTR #4,108-17,159 STREET,108-17 159 STREET,JAMAICA,11433.0,Queens,4.0,4457481.0,4101480001.0,412.0,QN01,28.0,103.0,025400,DAY CARE,32.0,POINT (-73.7935736491871 40.69499468443129),62b8bcc3fd1fbc0cc32d3f39d00edadc,40.69499468443129,-73.7935736491871
AFRO AMERICAN PARENTS,117-02,GUY R BREWER BOULEVARD,117-02 GUY R BREWER BOULEVARD,JAMAICA,11434.0,Queens,4.0,4542466.0,4122400019.0,412.0,QN76,28.0,113.0,028800,EARLY EDUCATION PROGRAM,,POINT (-73.7831774809485 40.6840241508858),7ecd3cf7dfc0cf5a3586ff678701e7b1,40.6840241508858,-73.7831774809485
AFRO AMERICAN PARENTS ED CTR 3,117-04,GUY BREWER BOULEVARD,117-04 GUY BREWER BOULEVARD,JAMAICA,11434.0,Queens,4.0,4542466.0,4122400019.0,412.0,QN76,28.0,113.0,028800,DAY CARE,39.0,POINT (-73.7831774809485 40.6840241508858),a920b28318a9f6e48fdc02accff3bd78,40.6840241508858,-73.7831774809485
AFRO AMERICAN PARENTS ED CTR#2,112-06,SUTPHIN BOULEVARD,112-06 SUTPHIN BOULEVARD,JAMAICA,11435.0,Queens,4.0,4258993.0,4119660001.0,412.0,QN76,28.0,113.0,019000,DAY CARE,73.0,POINT (-73.7948886647914 40.687124897996),b1270377a9bc813522bcde259a1596d6,40.687124897996,-73.7948886647914
AFRO-AMERICAN #4,108-17,159 STREET,108-17 159 STREET,JAMAICA,11433.0,Queens,4.0,4457481.0,4101480001.0,412.0,QN01,28.0,103.0,025400,EARLY EDUCATION PROGRAM,,POINT (-73.7935736491871 40.69499468443129),3966de954ce6fd8e40205e65d5274612,40.69499468443129,-73.7935736491871
AFRO-AMERICAN PARENTS EDUCATIONAL CENTER SITE 2,112-06,SUTPHIN BOULEVARD,112-06 SUTPHIN BOULEVARD,JAMAICA,11435.0,Queens,4.0,4258993.0,4119660001.0,412.0,QN76,28.0,113.0,019000,EARLY EDUCATION PROGRAM,,POINT (-73.7948886647914 40.687124897996),3b0a1139d5b3f9b2709256a16e397d40,40.687124897996,-73.7948886647914
AFTER-SCHOOL ALL-STARS AFTERSCHOOL PROGRAMS,100,WEST 77 STREET,100 WEST 77 STREET,NEW YORK,10024.0,Manhattan,1.0,1030178.0,1011480014.0,107.0,MN12,6.0,20.0,016100,AFTERSCHOOL PROGRAMS,,POINT (-73.97818481911069 40.78088875405179),c87b21618ed4d7ac73f9365474fcd163,40.780888754051794,-73.9781848191107
AFTER-SCHOOL ALL-STARS AFTERSCHOOL PROGRAMS,2021,BERGEN STREET,2021 BERGEN STREET,BROOKLYN,11233.0,Brooklyn,3.0,3038939.0,3014480001.0,316.0,BK79,41.0,73.0,036501,AFTERSCHOOL PROGRAMS,,POINT (-73.91326231683229 40.6744908556426),c1522e62c2acb7713ce80189793f4580,40.6744908556426,-73.91326231683229
AFTER-SCHOOL ALL-STARS AFTERSCHOOL PROGRAMS,500,WEST 138 STREET,500 WEST 138 STREET,NEW YORK,10031.0,Manhattan,1.0,1084132.0,1019880166.0,109.0,MN06,7.0,30.0,022301,AFTERSCHOOL PROGRAMS,,POINT (-73.953271102635 40.8209587875526),ba48a311dcfbbf8e6b5a0734810e3614,40.8209587875526,-73.953271102635
AGAPE CHRISTIAN CENTER,59-02,SUMMERFIELD STREET,59-02 SUMMERFIELD STREET,RIDGEWOOD,11385.0,Queens,4.0,4086718.0,4035890001.0,405.0,QN20,34.0,104.0,055700,FOOD PANTRY,,POINT (-73.89769903684621 40.6992109150263),a09aee813d26ca124162fa48cc52c3ea,40.6992109150263,-73.8976990368462
AGAPE NURSERY SCHOOL,143-17,FRANKLIN AVENUE,143-17 FRANKLIN AVENUE,FLUSHING,11355.0,Queens,4.0,4117087.0,4051830055.0,407.0,QN22,20.0,109.0,085700,DAY CARE,,POINT (-73.82175045705721 40.7578044965095),8d2446e1b729570dd211da76b65ca1e8,40.7578044965095,-73.8217504570572
AGAPE SOCIAL SERVICES BEULAH CHURCH,956,MARCY AVENUE,956 MARCY AVENUE,BROOKLYN,11216.0,Brooklyn,3.0,3329701.0,3018500032.0,303.0,BK75,36.0,79.0,024900,FOOD PANTRY,,POINT (-73.94663205111 40.6806174873315),5453edc2a075640ec1d8d4cef64eb198,40.6806174873315,-73.94663205111
AGILE LEARNING CENTER,115,EAST 106 STREET,115 EAST 106 STREET,NEW YORK,10029.0,Manhattan,1.0,1081389.0,1016340009.0,111.0,MN33,8.0,23.0,017200,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.94687070697771 40.7927648488304),2cd26b27125186f9cf002854a720f0c8,40.7927648488304,-73.9468707069777
AHI EZER EARLY CHILDHOOD CORP.,2433,OCEAN PARKWAY,2433 OCEAN PARKWAY,BROOKLYN,11235.0,Brooklyn,3.0,3195384.0,3072010001.0,315.0,BK19,48.0,61.0,037000,DAY CARE,,POINT (-73.96466379647671 40.59025389323079),d32ee245c8f42a40de8878da29060441,40.590253893230795,-73.96466379647671
AHI EZER YESHIVA,2433,OCEAN PARKWAY,2433 OCEAN PARKWAY,BROOKLYN,11235.0,Brooklyn,3.0,3195384.0,3072010001.0,315.0,BK19,48.0,61.0,037000,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.96466379647671 40.59025389323079),b5e49606fb86f8f82f6e2e9446065b57,40.590253893230795,-73.96466379647671
AHRC FRANCIS OF PAOLA EARLY LEARNING CENTER,195,CONSELYEA STREET,195 CONSELYEA STREET,BROOKLYN,11211.0,Brooklyn,3.0,3068628.0,3027550017.0,301.0,BK90,34.0,94.0,049700,DAY CARE,,POINT (-73.94342988977979 40.71553256270671),834107cf2e66781b3810fab7e372bf52,40.715532562706706,-73.9434298897798
AHRC NEW YORK CITY,434,WEST 56 STREET,434 WEST 56 STREET,NEW YORK,10019.0,Manhattan,1.0,1026841.0,1010650001.0,104.0,MN15,3.0,18.0,013900,DAY CARE,,POINT (-73.98859129505141 40.7678791300529),529e57b7690d6a9b7b51aa9bc2479d86,40.7678791300529,-73.9885912950514
AIM HIGH CHILDRENS SERVICES,83,MARLBOROUGH ROAD,83 MARLBOROUGH ROAD,BROOKLYN,11226.0,Brooklyn,3.0,3117046.0,3050960001.0,314.0,BK42,40.0,70.0,152200,EARLY EDUCATION PROGRAM,,POINT (-73.965417329038 40.6482409721051),8a44db06b913c8c105924af1ea2b9c8e,40.6482409721051,-73.965417329038
AIM HIGH LEADERSHIP ACADEMY,131-44,134 STREET,131-44 134 STREET,SOUTH OZONE PARK,11420.0,Queens,4.0,4255809.0,4117780097.0,410.0,QN55,28.0,106.0,081400,EARLY EDUCATION PROGRAM,,POINT (-73.8049906109147 40.66928385775429),65104ad4452b03ae581967a84aa9e91f,40.669283857754294,-73.8049906109147
AIM HIGH LEADERSHIP ACADEMY,133-13,ROCKAWAY BOULEVARD,133-13 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,11420.0,Queens,4.0,4253202.0,4117000005.0,410.0,QN55,28.0,106.0,018000,EARLY EDUCATION PROGRAM,,POINT (-73.804846982044 40.6748603377257),394613d692fbc686c51feb336aa6cf44,40.674860337725704,-73.804846982044
AIM HIGH LEADERSHIP ACADEMY CENTER TOO,133-08,SUTTER AVENUE,133-08 SUTTER AVENUE,SOUTH OZONE PARK,11420.0,Queens,4.0,4255595.0,4117720096.0,410.0,QN55,28.0,106.0,081400,EARLY EDUCATION PROGRAM,,POINT (-73.8050987390704 40.6721020608276),3de2d929c91dc3073787dfdc9fea6d57,40.672102060827605,-73.8050987390704
AISHEL SHABBAT,1002,QUENTIN ROAD,1002 QUENTIN ROAD,BROOKLYN,11223.0,Brooklyn,3.0,3177584.0,3066660013.0,315.0,BK25,44.0,61.0,042000,FOOD PANTRY,,POINT (-73.96276246832329 40.6075047129932),d087c55fe5e9541e43caa80d5abede99,40.607504712993205,-73.96276246832329
AL MADINAH SCHOOL,18-24,ASTORIA BOULEVARD,18-24 ASTORIA BOULEVARD,ASTORIA,11102.0,Queens,4.0,4006091.0,4005390030.0,401.0,QN71,22.0,114.0,008300,EARLY EDUCATION PROGRAM,,POINT (-73.92657047362179 40.7721284155956),7d104affda637e87ef28a3706110ea07,40.7721284155956,-73.9265704736218
AL MADINAH SCHOOL SITE 2,2015,64 STREET,2015 64 STREET,BROOKLYN,11204.0,Brooklyn,3.0,3133294.0,3055420072.0,311.0,BK28,47.0,62.0,025400,EARLY EDUCATION PROGRAM,,POINT (-73.98456435293291 40.61689576900221),5c41ea091866073c8aa9a6c669c2f5e8,40.616895769002205,-73.9845643529329
"AL MADINAH SCHOOL, INC.",383,3 AVENUE,383 3 AVENUE,BROOKLYN,11215.0,Brooklyn,3.0,3338558.0,3009800001.0,306.0,BK37,39.0,78.0,011900,EARLY EDUCATION PROGRAM,,POINT (-73.9882738867074 40.67428099286739),b2e9f07971a84834e19fa299f5b8f20a,40.674280992867395,-73.9882738867074
AL MADRASA AL ISLAMIYA,5224,3 AVENUE,5224 3 AVENUE,BROOKLYN,11220.0,Brooklyn,3.0,3332128.0,3008050049.0,307.0,BK32,38.0,72.0,002000,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-74.0165466641073 40.6463389776482),bc10e4597ff707a49a758a44a807e3e1,40.6463389776482,-74.0165466641073
AL NOOR SCHOOL,675,4 AVENUE,675 4 AVENUE,BROOKLYN,11232.0,Brooklyn,3.0,3336817.0,3006400001.0,307.0,BK32,38.0,72.0,014500,EARLY EDUCATION PROGRAM,,POINT (-73.99501604964181 40.6628831875857),9724af8e5b632e8fb21462a5fb59600d,40.6628831875857,-73.9950160496418
AL-IHSAN ACADEMY,130-08,ROCKAWAY BOULEVARD,130-08 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,11420.0,Queens,4.0,4254932.0,4117540052.0,410.0,QN55,28.0,106.0,081800,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.8081280198366 40.6746922021861),3990d85f89441a2188d60e3103740b14,40.6746922021861,-73.8081280198366
AL-IHSAN ACADEMY,134-02,ROCKAWAY BOULEVARD,134-02 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,11420.0,Queens,4.0,4255137.0,4117580043.0,410.0,QN55,28.0,106.0,081400,EARLY EDUCATION PROGRAM,,POINT (-73.8043792198369 40.67435811058029),79de1c5ddc244799e79e38c3c42f6e26,40.67435811058029,-73.8043792198369
AL-IHSAN ACADEMY,134-02,ROCKAWAY BOULEVARD,134-02 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,11420.0,Queens,4.0,4255137.0,4117580043.0,410.0,QN55,28.0,106.0,081400,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.8043792198369 40.67435811058029),d673905869cba8a474dd639bd9fc7f03,40.67435811058029,-73.8043792198369
AL-IHSAN ACADEMY 3,130-20,ROCKAWAY BOULEVARD,130-20 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,11420.0,Queens,4.0,4254936.0,4117540060.0,410.0,QN55,28.0,106.0,081800,EARLY EDUCATION PROGRAM,,POINT (-73.80774468130059 40.6746450878111),031aac5f9686b9d6a320e7e82538b8f7,40.6746450878111,-73.80774468130059
AL-IMAN SCHOOL,137-11,90 AVENUE,137-11 90 AVENUE,JAMAICA,11435.0,Queens,4.0,4213652.0,4099700038.0,412.0,QN61,24.0,103.0,021200,EARLY EDUCATION PROGRAM,,POINT (-73.81503451968091 40.7011514132228),54cf85cbd1aaabb8fb4ef747e326c6c0,40.701151413222796,-73.8150345196809
AL-IMAN SCHOOL,89-89,VAN WYCK EXPRESSWAY,89-89 VAN WYCK EXPRESSWAY,JAMAICA,11435.0,Queens,4.0,4213652.0,4099700038.0,412.0,QN61,24.0,103.0,021200,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.81503451968091 40.7011514132228),26b7662debf4515fd8aa9fe12b26e8fe,40.701151413222796,-73.8150345196809
AL-MADINAH SCHOOL,383,3 AVENUE,383 3 AVENUE,BROOKLYN,11215.0,Brooklyn,3.0,3338558.0,3009800001.0,306.0,BK37,39.0,78.0,011900,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9882738867074 40.67428099286739),5bb39a8f5194eb2cd568138059bc67f7,40.674280992867395,-73.9882738867074
AL-MADINAH SCHOOL AFTERSCHOOL PROGRAMS,383,3 AVENUE,383 3 AVENUE,BROOKLYN,11215.0,Brooklyn,3.0,3338558.0,3009800001.0,306.0,BK37,39.0,78.0,011900,AFTERSCHOOL PROGRAMS,,POINT (-73.9882738867074 40.67428099286739),ea389ca7438ac3ed140a6db42b33c5e9,40.674280992867395,-73.9882738867074
AL-MAMOOR SCHOOL,78-31,PARSONS BOULEVARD,78-31 PARSONS BOULEVARD,FRESH MEADOWS,11366.0,Queens,4.0,4147931.0,4068300001.0,408.0,QN37,24.0,107.0,125700,EARLY EDUCATION PROGRAM,,POINT (-73.809201337354 40.7214432495867),105aaa203f7b7d1934c3f88bc2efa531,40.7214432495867,-73.809201337354
AL-MAMOOR SCHOOL,78-31,PARSONS BOULEVARD,78-31 PARSONS BOULEVARD,FRESH MEADOWS,11366.0,Queens,4.0,4147931.0,4068300001.0,408.0,QN37,24.0,107.0,125700,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.809201337354 40.7214432495867),ec23d461c2a07ea1de6866ae283b150f,40.7214432495867,-73.809201337354
AL-NOOR SCHOOL,675,4 AVENUE,675 4 AVENUE,BROOKLYN,11232.0,Brooklyn,3.0,3336817.0,3006400001.0,307.0,BK32,38.0,72.0,014500,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.99501604964181 40.6628831875857),596523c548d2bb67d0de9920b2867a19,40.6628831875857,-73.9950160496418
ALEENE LOGAN DAY CARE,1450,WEBSTER AVENUE,1450 WEBSTER AVENUE,BRONX,10456.0,Bronx,2.0,2092076.0,2028950001.0,203.0,BX01,16.0,42.0,014702,EARLY EDUCATION PROGRAM,,POINT (-73.9058258704394 40.8378502269895),328781b5c6e7c68681379002fda1d8fc,40.837850226989495,-73.9058258704394
ALEENE LOGAN PRESCHOOL CENTER,1450,WEBSTER AVENUE,1450 WEBSTER AVENUE,BRONX,10456.0,Bronx,2.0,2092076.0,2028950001.0,203.0,BX01,16.0,42.0,014702,DAY CARE,,POINT (-73.9058258704394 40.8378502269895),270158c1f44ea194fa446a649a426ca2,40.837850226989495,-73.9058258704394
ALEENE LOGAN PRESCHOOL CTR,1450,WEBSTER AVENUE,1450 WEBSTER AVENUE,BRONX,10456.0,Bronx,2.0,2092076.0,2028950001.0,203.0,BX01,16.0,42.0,014702,DAY CARE,51.0,POINT (-73.9058258704394 40.8378502269895),25b30c634864f6660106b3e8429806b4,40.837850226989495,-73.9058258704394
"ALEPH BET NY, INC.",133,EAST 29 STREET,133 EAST 29 STREET,NEW YORK,10016.0,Manhattan,1.0,1018255.0,1008850031.0,106.0,MN20,2.0,13.0,007200,DAY CARE,,POINT (-73.98141596848741 40.7432146849209),242ca50a0411a6554686a49c038382f9,40.7432146849209,-73.98141596848741
ALEPH BET TODDLER CARE INC,84-75,DANIELS STREET,84-75 DANIELS STREET,JAMAICA,11435.0,Queens,4.0,4208430.0,4097360102.0,408.0,QN35,24.0,107.0,023200,EARLY EDUCATION PROGRAM,,POINT (-73.81414805519209 40.711499217204),6e3991d88f8a24d5189a51bb31164e1b,40.711499217204,-73.81414805519209
